,Name,name,typee,sector,country,joinnned_on
20258,,SGH-Healthcaring,Small or Medium-sized Enterprise,Medical equipment and services; Health care providers,France,2009-05-13
20259,,AES Panama,Small or Medium-sized Enterprise,Electricity,Panama,2009-05-12
20260,,CityMail Sweden AB,Company,Industrial Transportation,Sweden,2009-05-12
20261,,"Cercle d'Initiative Commune Pour la Recherche, l'Environnement et la Qualite (CICREQ)",NGO Local,Not Applicable,Cameroon,2009-05-12
20262,,Chocoladefabriken Lindt & Sprüngli AG,Company,Food Producers,Switzerland,2009-05-12
20263,,Companhia Energetica de Minas Gerais,Company,Electricity,Brazil,2009-05-12
20264,,Martogg Group of Companies,Small or Medium-sized Enterprise,Chemicals,Australia,2009-05-12
20265,,Roslagens Sparbank,Small or Medium-sized Enterprise,Banks,Sweden,2009-05-12
20266,,UNIVERSIDAD DEL NORTE,Academic,Not Applicable,Colombia,2009-05-12
20267,,Vasakronan AB,Company,Real Estate Investment & Services development,Sweden,2009-05-12
20268,,VisitSweden AB,Small or Medium-sized Enterprise,Travel & Leisure,Sweden,2009-05-12
20269,,CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR - CAJASAN,NGO Local,Not Applicable,Colombia,2009-05-06
20270,,Ceso – Development Consultants (CESO CI Internacional S.A.),Small or Medium-sized Enterprise,Industrial Support Services,Portugal,2009-05-06
20271,,Eticagro,NGO Local,Not Applicable,Argentina,2009-05-06
20272,,AMAGGI,Company,Food Producers,Brazil,2009-05-06
20273,,Grupo Sancor Seguros,Company,Life Insurance,Argentina,2009-05-06
20274,,Imprimerie Centrale,Small or Medium-sized Enterprise,Media,Luxembourg,2009-05-06
20275,,Iskraemeco d.d.,Company,Industrial Engineering,Slovenia,2009-05-06
20276,,Magyar Telekom Plc.,Company,Telecommunications equipment; telecommunications service providers,Hungary,2009-05-06
20277,,Moment A/S,Company,Industrial Support Services,Denmark,2009-05-06
20278,,MTAB Group,Small or Medium-sized Enterprise,Industrial Transportation,Sweden,2009-05-06
20279,,Multi Net Resources Sdn Bhd,Small or Medium-sized Enterprise,Electronic & Electrical Equipment,Malaysia,2009-05-06
20280,,New Space Processamento e Sistemas Ltda,Company,Industrial Support Services,Brazil,2009-05-06
20281,,ITOCHU Corporation,Company,Industrial Support Services,Japan,2009-04-30
20282,,Lantmännen ek för,Company,Food Producers,Sweden,2009-04-30
20283,,Women Entrepreneur Association of Bangladesh,Business Association Local,Not Applicable,Bangladesh,2009-04-30
20284,,Woolworths Group Limited,Company,Retailers,Australia,2009-04-28
20285,,Banesco Banco Universal,Company,Banks,Venezuela,2009-04-27
20286,,Fortalecerse,NGO Local,Not Applicable,Colombia,2009-04-27
20287,,STICKS'N'SUSHI,Company,Retailers,Denmark,2009-04-27
20288,,GardaWorld Security Services Middle East & Africa,Small or Medium-sized Enterprise,Industrial Support Services,United Kingdom,2009-04-24
20289,,ASG Advisors,Small or Medium-sized Enterprise,Media,United States of America,2009-04-22
20290,,Cias Com 2001 S.L.,Small or Medium-sized Enterprise,Industrial Support Services,Spain,2009-04-22
20291,,Nuevo Micro Bank SAU,Small or Medium-sized Enterprise,Banks,Spain,2009-04-22
20292,,Sund & Baelt Holding A/S,Company,Construction & Materials,Denmark,2009-04-22
20293,,"Watts, Griffis and McOuat Limited",Small or Medium-sized Enterprise,Industrial metals and mining,Canada,2009-04-22
20294,,Alta ehf.,Small or Medium-sized Enterprise,Industrial Support Services,Iceland,2009-04-21
20295,,Instituto Argentino del Petroleo y del Gas,Business Association Local,Not Applicable,Argentina,2009-04-21
20296,,artoos group,Small or Medium-sized Enterprise,Industrial Support Services,Belgium,2009-04-15
20297,,Deutsche Bahn AG,Company,Industrial Transportation,Germany,2009-04-15
20298,,Aener Energia S.L.U.,Small or Medium-sized Enterprise,Electronic & Electrical Equipment,Spain,2009-04-14
20299,,"HLA Lavinia Salud, S.L.",Company,Medical equipment and services; Health care providers,Spain,2009-04-14
20300,,CTE - Centro de Tecnologia de Edificacoes Ltda,Small or Medium-sized Enterprise,Construction & Materials,Brazil,2009-04-14
20301,,International Christian University,Academic,Not Applicable,Japan,2009-04-14
20302,,JSR Corporation,Company,Chemicals,Japan,2009-04-14
20303,,Mesucan S.R.L.,Small or Medium-sized Enterprise,Industrial Support Services,Argentina,2009-04-14
20304,,Pfizer Corporation Austria GmbH,Company,Pharmaceuticals & Biotechnology,Austria,2009-04-14
20305,,Sojitz Corporation,Company,General Industrials,Japan,2009-04-14
20306,,Access Bank Plc,Company,Banks,Nigeria,2009-04-13
20307,,KB Kookmin Bank,Company,Banks,"Korea, Republic of",2009-04-13
20308,,"Sekisui Chemical Co., Ltd.",Company,Diversified,Japan,2009-04-06
20309,,Energinet,Company,Electricity,Denmark,2009-04-03
20310,,"Shenzhen Jingquanhua Electronics Co., Ltd.",Company,Electronic & Electrical Equipment,China,2009-04-02
20311,,Takeda Pharmaceutical Company Limited,Company,Pharmaceuticals & Biotechnology,Japan,2009-03-31
20312,,Wood plc,Company,"Oil, gas, & coal",United Kingdom,2009-03-30
20313,,OPEN,Company,Software & Computer Services,France,2009-03-30
20314,,NKT A/S,Company,Electricity,Denmark,2009-03-27
20315,,Changsha Huaneng Automatic Control Group,Company,Electronic & Electrical Equipment,China,2009-03-26
20316,,Clas Ohlson AB,Company,Retailers,Sweden,2009-03-26
20317,,Development Technology & Services International (DETASI),Small or Medium-sized Enterprise,Food Producers,Sudan,2009-03-26
20318,,ICEP,NGO Global,Not Applicable,Austria,2009-03-26
20319,,Knewrow Resources,Small or Medium-sized Enterprise,Industrial Support Services,Nigeria,2009-03-26
20320,,Wolters Kluwer,Company,Software & Computer Services,Netherlands,2009-03-26
20321,,BAWAG Group,Company,Banks,Austria,2009-03-23
20322,,BoConcept,Company,Retailers,Denmark,2009-03-23
20323,,VSP Technology (M) Sdn Bhd,Small or Medium-sized Enterprise,General Industrials,Malaysia,2009-03-23
20324,,Aequator Groen & Ruimte,Small or Medium-sized Enterprise,Industrial Support Services,Netherlands,2009-03-19
20325,,Aldelia Ltd,Small or Medium-sized Enterprise,Industrial Support Services,United Kingdom,2009-03-18
20326,,Freshfields Bruckhaus Deringer LLP,Company,Industrial Support Services,United Kingdom,2009-03-18
20327,,Lonza Group Ltd,Company,General Industrials,Switzerland,2009-03-18
20328,,Sidiese,Small or Medium-sized Enterprise,Media,France,2009-03-18
20329,,Cheval Group,Company,Technology Hardware & Equipment,Thailand,2009-03-12
20330,,"DOWA HOLDINGS Co., Ltd.",Company,Industrial metals and mining,Japan,2009-03-11
20331,,Mas Cerca SAM,Small or Medium-sized Enterprise,Industrial Support Services,Spain,2009-03-11
20332,,DATEXCO COMPANY,Small or Medium-sized Enterprise,Industrial Support Services,Colombia,2009-03-10
20333,,MERSEN,Company,Electronic & Electrical Equipment,France,2009-03-10
20334,,OSI BARRUALDE-GALDAKAO,Public Sector Organization,Not Applicable,Spain,2009-03-10
20335,,Volunteer Partnerships for West Africa,NGO Local,Not Applicable,Ghana,2009-03-10
20336,,Ecolec Fundacion,NGO Local,Not Applicable,Spain,2009-03-06
20337,,Sumitomo Corporation,Company,General Industrials,Japan,2009-03-06
20338,,The Indonesian Child Welfare Foundation,NGO Local,Not Applicable,Indonesia,2009-03-06
20339,,Torres y Carrera Consultores de Comunicacion,Small or Medium-sized Enterprise,Industrial Support Services,Spain,2009-03-06
20340,,A.P. Moller - Maersk,Company,Industrial Transportation,Denmark,2009-03-03
20341,,GEDIVEPRO,Small or Medium-sized Enterprise,General Industrials,France,2009-03-03
20342,,Universidad Tecnologica De Pereira,Academic,Not Applicable,Colombia,2009-03-03
20343,,"Hitachi, Ltd.",Company,Technology Hardware & Equipment,Japan,2009-02-27
20344,,FORMINSA,Small or Medium-sized Enterprise,Electronic & Electrical Equipment,Spain,2009-02-26
20345,,Mahou San Miguel,Company,Beverages,Spain,2009-02-26
20346,,Itaipu Binacional - Paraguay,Company,Electricity,Paraguay,2009-02-26
20347,,S M Sehgal Foundation,Foundation,Not Applicable,India,2009-02-26
20348,,TORM plc,Company,Industrial Transportation,Denmark,2009-02-26
20349,,Engineering and Environmental Consultants Sdn Bhd,Small or Medium-sized Enterprise,Industrial Support Services,Malaysia,2009-02-24
20350,,Banco Macro S.A.,Company,Banks,Argentina,2009-02-18
20351,,Responsible Business Forum Serbia,Business Association Local,Not Applicable,Serbia,2009-02-18
20352,,Groupe Pizzorno Environnement,Company,Industrial Support Services,France,2009-02-17
20353,,IDEC Corporation,Company,Electronic & Electrical Equipment,Japan,2009-02-17
20354,,ZTE Corporation,Company,Telecommunications equipment; telecommunications service providers,China,2009-02-17
20355,,Financiera Govimar,Small or Medium-sized Enterprise,Diversified,Panama,2009-02-12
20356,,H & L High-Tech Sdn. Bhd.,Small or Medium-sized Enterprise,Industrial Engineering,Malaysia,2009-02-12
20357,,Itaipu Binacional - Brazil,Company,Electricity,Brazil,2009-02-12
20358,,EMAC,Small or Medium-sized Enterprise,Chemicals,France,2009-02-11
20359,,Fundacion International Studies,Foundation,Not Applicable,Spain,2009-02-11
20360,,International Brain Education Association,NGO Global,Not Applicable,"Korea, Republic of",2009-02-11
20361,,TruTeq Wireless (Pty) LTD,Small or Medium-sized Enterprise,Telecommunications equipment; telecommunications service providers,South Africa,2009-02-11
20362,,YES BANK Limited,Company,Banks,India,2009-02-11
20363,,Indeks Content-Communication Consultancy LDT.,Small or Medium-sized Enterprise,Media,Türkiye,2009-02-10
20364,,Cape Town International Convention Centre Company SOC Ltd (RF),Small or Medium-sized Enterprise,Travel & Leisure,South Africa,2009-02-09
20365,,LCC Asia Pacific,Small or Medium-sized Enterprise,Financial Services,Australia,2009-02-09
20366,,Sto SE & Co. KGaA,Company,Construction & Materials,Germany,2009-02-09
20367,,Gottlieb Paludan Architects A/S,Small or Medium-sized Enterprise,Construction & Materials,Denmark,2009-02-05
20368,,PAC Doverie,Small or Medium-sized Enterprise,Nonlife Insurance,Bulgaria,2009-02-05
20369,,Melia Hotels International,Company,"Oil, gas, & coal",Spain,2009-02-05
20370,,ALIZON INDUSTRIE,Small or Medium-sized Enterprise,General Industrials,France,2009-02-03
20371,,Camfil,Company,General Industrials,Sweden,2009-02-03
20372,,Verona Lamiere S.p.A.,Small or Medium-sized Enterprise,General Industrials,Italy,2009-02-03
20373,,Ambical Proyectos,Small or Medium-sized Enterprise,Industrial Support Services,Spain,2009-02-02
20374,,Ukrainian Catholic University,Academic,Not Applicable,Ukraine,2009-02-02
20375,,Saint Clair Le Traiteur,Small or Medium-sized Enterprise,Food Producers,France,2009-01-29
20376,,Asociacion de las Federaciones Deportivas de Bizkaia - ASFEDEBI,NGO Local,Not Applicable,Spain,2009-01-28
20377,,Asociacion Espanola Multisectorial de Microempresas - AEMME,Business Association Local,Not Applicable,Spain,2009-01-28
20378,,DSB,Company,Industrial Transportation,Denmark,2009-01-28
20379,,Fundacion Alares,NGO Local,Not Applicable,Spain,2009-01-28
20380,,GCM Resources plc,Small or Medium-sized Enterprise,Industrial metals and mining,United Kingdom,2009-01-28
20381,,Georg Jensen,Company,Personal Goods,Denmark,2009-01-28
20382,,Outokumpu Oyj,Company,Industrial metals and mining,Finland,2009-01-28
20383,,PT. Unilever Indonesia Tbk.,Company,Personal Goods,Indonesia,2009-01-28
20384,,SINTEF,Company,Industrial Support Services,Norway,2009-01-28
20385,,Azerbaijan Micro-finance Association,Business Association Local,Not Applicable,Azerbaijan,2009-01-27
20386,,Prodware,Company,Software & Computer Services,France,2009-01-26
20387,,CENN - Caucasus Environmental NGO Network,NGO Local,Not Applicable,Georgia,2009-01-23
20388,,Petrofac,Company,"Oil, gas, & coal",United Kingdom,2009-01-23
20389,,Potel et Chabot,Company,Food Producers,France,2009-01-22
20390,,Marshalls plc,Company,Construction & Materials,United Kingdom,2009-01-21
20391,,FIABCI-BRASIL,NGO Local,Not Applicable,Brazil,2009-01-20
20392,,Companhia Hidro Eletrica do Sao Francisco - Chesf,Company,Electricity,Brazil,2009-01-19
20393,,"Merck & Co., Inc.",Company,Pharmaceuticals & Biotechnology,United States of America,2009-01-19
20394,,Presentations Data AS,Small or Medium-sized Enterprise,Technology Hardware & Equipment,Norway,2009-01-15
20395,,Responsible Jewellery Council,Business Association Global,Not Applicable,United Kingdom,2009-01-15
20396,,Syngenta International AG,Company,Chemicals,Switzerland,2009-01-15
20397,,Fresnillo PLC,Company,Industrial metals and mining,Mexico,2009-01-13
20398,,Nomitek,Small or Medium-sized Enterprise,Diversified,Mexico,2009-01-13
20399,,PT Kaltim Prima Coal (KPC),Company,Industrial metals and mining,Indonesia,2009-01-13
20400,,Spanish Kits Company S.L.,Small or Medium-sized Enterprise,Retailers,Spain,2009-01-12
20401,,CENTRAL HIDROELECTRICA DE CALDAS - CHEC,Company,Electricity,Colombia,2009-01-05
20402,,Eng Joo Precision Plastic Sdn Bhd,Small or Medium-sized Enterprise,Industrial Support Services,Malaysia,2009-01-05
20403,,ITAK - Instituto de Tecnologia August Kekule,Small or Medium-sized Enterprise,Software & Computer Services,Brazil,2009-01-05
20404,,Lenovo United State Inc.,Company,Technology Hardware & Equipment,China,2009-01-05
20405,,Yokogawa Electric Corporation,Company,Technology Hardware & Equipment,Japan,2009-01-05
20406,,AART architects,Small or Medium-sized Enterprise,Construction & Materials,Denmark,2008-12-26
20407,,Atlas Copco AB,Company,Industrial Engineering,Sweden,2008-12-26
20408,,Grieg Group,Company,Industrial Transportation,Norway,2008-12-26
20409,,IN Consult (Pvt.) Ltd.,Business Association Local,Not Applicable,Pakistan,2008-12-26
20410,,International Personal Finance,Company,Financial Services,United Kingdom,2008-12-26
20411,,International Post Corporation,Small or Medium-sized Enterprise,Industrial Support Services,Belgium,2008-12-26
20412,,Jordan River Foundation,NGO Local,Not Applicable,Jordan,2008-12-26
20413,,"Konica Minolta, Inc.",Company,Electronic & Electrical Equipment,Japan,2008-12-26
20414,,Nexans,Company,Electronic & Electrical Equipment,France,2008-12-26
20415,,PVR Limited,Company,Media,India,2008-12-26
20416,,SECOVI-SP,Labour Local,Not Applicable,Brazil,2008-12-26
20417,,Radisson Hospitality AB,Company,Travel & Leisure,Sweden,2008-12-26
20418,,"Sumitomo Forestry Co., Ltd.",Company,Household Goods & Home Construction,Japan,2008-12-23
20419,,Aluminum Corporation of China,Company,Industrial metals and mining,China,2008-12-19
20420,,Complast Industries Limited,Small or Medium-sized Enterprise,Household Goods & Home Construction,Kenya,2008-12-19
20421,,F. Iniciativas,Company,Industrial Support Services,France,2008-12-16
20422,,Intrepid Group,Company,Travel & Leisure,Australia,2008-12-16
20423,,Environment and Social Development Organization-ESDO,NGO Local,Not Applicable,Bangladesh,2008-12-15
20424,,de Volksbank N.V.,Company,Finance and credit services,Netherlands,2008-12-15
20425,,TECNOREC SA de CV,Small or Medium-sized Enterprise,Industrial materials,Mexico,2008-12-15
20426,,UNIVERSIDAD MANUELA BELTRÁN SECCIONAL BUCARAMANGA,Academic,Not Applicable,Colombia,2008-12-15
20427,,BETC,Company,Industrial Support Services,France,2008-12-11
20428,,Empresa Electrica Quito,Company,Electricity,Ecuador,2008-12-11
20429,,ISOR,Company,Industrial Support Services,France,2008-12-11
20430,,"Iten Industries, Inc.",Small or Medium-sized Enterprise,Electronic & Electrical Equipment,United States of America,2008-12-11
20431,,Konekt,NGO Local,Not Applicable,North Macedonia,2008-12-11
20432,,Mutualista Pichincha,Company,Banks,Ecuador,2008-12-11
20433,,"Poslovni Sistem Mercator, d.d.",Company,Retailers,Slovenia,2008-12-11
20434,,Telefonica Movistar Ecuador,Company,Telecommunications equipment; telecommunications service providers,Ecuador,2008-12-11
20435,,Universidad Nacional de Rosario,Academic,Not Applicable,Argentina,2008-12-11
20436,,General Electric Company,Company,General Industrials,United States of America,2008-12-10
20437,,Toulouse Business School,Academic,Not Applicable,France,2008-12-09
20438,,VTR,Company,Telecommunications equipment; telecommunications service providers,Chile,2008-12-09
20439,,Nykredit,Company,Financial Services,Denmark,2008-12-04
20440,,Armor,Company,"Oil, gas, & coal",France,2008-12-03
20441,,EAE Business School,Academic,Not Applicable,Spain,2008-12-03
20442,,Eurofesa S.A.,Small or Medium-sized Enterprise,Industrial Support Services,Spain,2008-12-03
20443,,Georgian Employers Association,Business Association Local,Not Applicable,Georgia,2008-12-03
20444,,Institute of Hazrat Mohammad (SAW),NGO Local,Not Applicable,Bangladesh,2008-12-03
20445,,Mutua de Accidentes de Canarias,Business Association Local,Not Applicable,Spain,2008-12-03
20446,,Promotora de Informaciones S.A.- Prisa,Company,Media,Spain,2008-12-03
20447,,Fundacion Etnor,NGO Local,Not Applicable,Spain,2008-12-01
20448,,Fundacion Malpelo y Otros Ecosistemas Marinos,NGO Local,Not Applicable,Colombia,2008-12-01
